Vatican,0.1046187,chest pain or pressure
Vatican,0.0,loss of speech or movement
United States,0.310505421,fever
United States,0.264454347,dry cough
United States,0.048766486,tiredness or fatigue
United States,0.024115993,aches and muscles
United States,0.062117338,sore throat
United States,0.00527191,diarrhoea
United States,0.0047264,conjunctivitis
United States,0.046906475,headache
United States,0.000328659,loss of taste or smell
United States,0.030056833,a rash on skin or discolouration of fingers or toes
United States,0.005756755,difficulty breathing or shortness of breath
United States,0.183056733,chest pain or pressure
United States,0.013936651,loss of speech or movement
Hong Kong,0.360030789,fever
Hong Kong,0.291066968,dry cough
Hong Kong,0.028724523,tiredness or fatigue
Hong Kong,0.01757332,aches and muscles
Hong Kong,0.080868327,sore throat
Hong Kong,0.010730064,diarrhoea
Hong Kong,0.002120503,conjunctivitis
Hong Kong,0.032780596,headache
Hong Kong,0.0,loss of taste or smell
Hong Kong,0.005574853,a rash on skin or discolouration of fingers or toes
Hong Kong,0.006355368,difficulty breathing or shortness of breath
Hong Kong,0.083368884,chest pain or pressure
Hong Kong,0.003882728,loss of speech or movement
Singapore,0.341324172,fever
Singapore,0.272030358,dry cough
Singapore,0.040301631,tiredness or fatigue
Singapore,0.022290305,aches and muscles
Singapore,0.099340977,sore throat
Singapore,0.007982929,diarrhoea
Singapore,0.005024826,conjunctivitis
Singapore,0.0489131,headache
Singapore,0.0,loss of taste or smell
Singapore,0.009194429,a rash on skin or discolouration of fingers or toes
Singapore,0.001076252,difficulty breathing or shortness of breath
Singapore,0.071299043,chest pain or pressure
Singapore,0.004298901,loss of speech or movement
Australia,0.268966085,fever
Australia,0.233364426,dry cough
Australia,0.065873827,tiredness or fatigue
Australia,0.021209886,aches and muscles
Australia,0.117368585,sore throat
Australia,0.020700797,diarrhoea
Australia,0.003049162,conjunctivitis
Australia,0.046798174,headache
Australia,0.0,loss of taste or smell
Australia,0.016670816,a rash on skin or discolouration of fingers or toes
Australia,0.006274364,difficulty breathing or shortness of breath
Australia,0.113863259,chest pain or pressure
Australia,0.008937542,loss of speech or movement
Italy,0.317841205,fever
Italy,0.28820907,dry cough
Italy,0.044908536,tiredness or fatigue
Italy,0.023443444,aches and muscles
Italy,0.066322651,sore throat
Italy,0.015956693,diarrhoea
Italy,0.00769365,conjunctivitis
Italy,0.042846421,headache
Italy,0.0000000215,loss of taste or smell
Italy,0.036177671,a rash on skin or discolouration of fingers or toes
Italy,0.00366496,difficulty breathing or shortness of breath
Italy,0.141775328,chest pain or pressure
Italy,0.01116035,loss of speech or movement
Spain,0.266885392,fever
Spain,0.224648504,dry cough
Spain,0.031619075,tiredness or fatigue
Spain,0.028930236,aches and muscles
Spain,0.056527627,sore throat
Spain,0.02148927,diarrhoea
Spain,0.010998491,conjunctivitis
Spain,0.048209197,headache
Spain,0.0,loss of taste or smell
Spain,0.05906931,a rash on skin or discolouration of fingers or toes
Spain,0.002551065,difficulty breathing or shortness of breath
Spain,0.164852196,chest pain or pressure
Spain,0.007296559,loss of speech or movement
France,0.310033584,fever
France,0.237763487,dry cough
France,0.04078364,tiredness or fatigue
France,0.031426377,aches and muscles
France,0.060681595,sore throat
France,0.019026708,diarrhoea
France,0.006573444,conjunctivitis
France,0.04834854,headache
France,0.001043575,loss of taste or smell
France,0.048911492,a rash on skin or discolouration of fingers or toes
France,0.004470725,difficulty breathing or shortness of breath
France,0.17140837,chest pain or pressure
France,0.019528463,loss of speech or movement
China,0.343484839,fever
China,0.304219562,dry cough
China,0.045396326,tiredness or fatigue
China,0.024355095,aches and muscles
China,0.078430991,sore throat
China,0.016324778,diarrhoea
China,0.005310548,conjunctivitis
China,0.045807245,headache
China,0.0000000072,loss of taste or smell
China,0.011876294,a rash on skin or discolouration of fingers or toes
China,0.005151664,difficulty breathing or shortness of breath
China,0.11049694,chest pain or pressure
China,0.009145711,loss of speech or movement
Canada,0.316172516,fever
Canada,0.266117823,dry cough
Canada,0.024990016,tiredness or fatigue
Canada,0.013050265,aches and muscles
Canada,0.066615618,sore throat
Canada,0.015540496,diarrhoea
Canada,0.001353289,conjunctivitis
Canada,0.045431089,headache
Canada,0.0,loss of taste or smell
Canada,0.018594647,a rash on skin or discolouration of fingers or toes
Canada,0.008109953,difficulty breathing or shortness of breath
Canada,0.133708699,chest pain or pressure
Canada,0.013392512,loss of speech or movement
Switzerland,0.306638583,fever
Switzerland,0.207024319,dry cough
Switzerland,0.037406745,tiredness or fatigue
Switzerland,0.016714265,aches and muscles
Switzerland,0.028123529,sore throat
Switzerland,0.009298022,diarrhoea
Switzerland,0.007245825,conjunctivitis
Switzerland,0.040569838,headache
Switzerland,0.0,loss of taste or smell
Switzerland,0.034141263,a rash on skin or discolouration of fingers or toes
Switzerland,0.002828265,difficulty breathing or shortness of breath
Switzerland,0.221765915,chest pain or pressure
Switzerland,0.011320354,loss of speech or movement
New Zealand,0.317530731,fever
New Zealand,0.241293122,dry cough
New Zealand,0.059064939,tiredness or fatigue
New Zealand,0.016936618,aches and muscles
New Zealand,0.128851497,sore throat
New Zealand,0.005674271,diarrhoea
New Zealand,0.00000177,conjunctivitis
New Zealand,0.048736595,headache
New Zealand,0.000000279,loss of taste or smell
New Zealand,0.013802669,a rash on skin or discolouration of fingers or toes
New Zealand,0.005651396,difficulty breathing or shortness of breath
New Zealand,0.15478627,chest pain or pressure
New Zealand,0.007669846,loss of speech or movement
Austria,0.33771568,fever
Austria,0.276196635,dry cough
Austria,0.015150204,tiredness or fatigue
Austria,0.010961963,aches and muscles
Austria,0.036779556,sore throat
Austria,0.0000064,diarrhoea
Austria,0.0,conjunctivitis
Austria,0.041273811,headache
Austria,0.0,loss of taste or smell
Austria,0.006446563,a rash on skin or discolouration of fingers or toes
Austria,0.005231407,difficulty breathing or shortness of breath
Austria,0.115649718,chest pain or pressure
Austria,0.000741916,loss of speech or movement
Slovakia,0.200572599,fever
Slovakia,0.329454536,dry cough
Slovakia,0.019071929,tiredness or fatigue
Slovakia,0.010713771,aches and muscles
Slovakia,0.008483529,sore throat
Slovakia,0.0000874,diarrhoea
Slovakia,0.0,conjunctivitis
Slovakia,0.010994476,headache
Slovakia,0.0,loss of taste or smell
Slovakia,0.0,a rash on skin or discolouration of fingers or toes
Slovakia,0.0,difficulty breathing or shortness of breath
Slovakia,0.112898008,chest pain or pressure
Slovakia,0.0000315,loss of speech or movement
South Korea,0.369355635,fever
South Korea,0.30217095,dry cough
South Korea,0.034978357,tiredness or fatigue
South Korea,0.028027273,aches and muscles
South Korea,0.091056106,sore throat
South Korea,0.012503851,diarrhoea
South Korea,0.001896947,conjunctivitis
South Korea,0.052809576,headache
South Korea,0.00000766,loss of taste or smell
South Korea,0.005717023,a rash on skin or discolouration of fingers or toes
South Korea,0.003641146,difficulty breathing or shortness of breath
South Korea,0.090096135,chest pain or pressure
South Korea,0.00773934,loss of speech or movement
Saudi Arabia,0.265008611,fever
Saudi Arabia,0.21550207,dry cough
Saudi Arabia,0.014709729,tiredness or fatigue
Saudi Arabia,0.000231094,aches and muscles
Saudi Arabia,0.052792909,sore throat
Saudi Arabia,0.003902173,diarrhoea
Saudi Arabia,0.0,conjunctivitis
Saudi Arabia,0.034305626,headache
Saudi Arabia,0.0,loss of taste or smell
Saudi Arabia,0.013140015,a rash on skin or discolouration of fingers or toes
Saudi Arabia,0.013354787,difficulty breathing or shortness of breath
Saudi Arabia,0.231120384,chest pain or pressure
Saudi Arabia,0.002086449,loss of speech or movement
Russia,0.297468529,fever
Russia,0.216860837,dry cough
Russia,0.030960062,tiredness or fatigue
Russia,0.018754855,aches and muscles
Russia,0.045211515,sore throat
Russia,0.008087348,diarrhoea
Russia,0.002571245,conjunctivitis
Russia,0.031455428,headache
Russia,0.0,loss of taste or smell
Russia,0.020346315,a rash on skin or discolouration of fingers or toes
Russia,0.002486951,difficulty breathing or shortness of breath
Russia,0.23688946,chest pain or pressure
Russia,0.011984379,loss of speech or movement
Israel,0.270918124,fever
Israel,0.203745727,dry cough
Israel,0.028329647,tiredness or fatigue
Israel,0.019987247,aches and muscles
Israel,0.04762355,sore throat
Israel,0.004290286,diarrhoea
Israel,0.0,conjunctivitis
Israel,0.035233023,headache
Israel,0.0,loss of taste or smell
Israel,0.041140248,a rash on skin or discolouration of fingers or toes
Israel,0.010749546,difficulty breathing or shortness of breath
Israel,0.160766081,chest pain or pressure
Israel,0.023370369,loss of speech or movement
Germany,0.31158903,fever
Germany,0.254987991,dry cough
Germany,0.05151915,tiredness or fatigue
Germany,0.03344547,aches and muscles
Germany,0.064970218,sore throat
Germany,0.017388959,diarrhoea
Germany,0.003825716,conjunctivitis
Germany,0.060767451,headache
Germany,0.002521247,loss of taste or smell
Germany,0.01979306,a rash on skin or discolouration of fingers or toes
Germany,0.005836889,difficulty breathing or shortness of breath
Germany,0.149215854,chest pain or pressure
Germany,0.024138968,loss of speech or movement
Sweden,0.248490307,fever
Sweden,0.214012161,dry cough
Sweden,0.116024942,tiredness or fatigue
Sweden,0.022146895,aches and muscles
Sweden,0.123307442,sore throat
Sweden,0.019265757,diarrhoea
Sweden,0.00119249,conjunctivitis
Sweden,0.027458139,headache
Sweden,0.0,loss of taste or smell
Sweden,0.006031106,a rash on skin or discolouration of fingers or toes
Sweden,0.010210602,difficulty breathing or shortness of breath
Sweden,0.130184357,chest pain or pressure
Sweden,0.004752726,loss of speech or movement
Pakistan,0.371203563,fever
Pakistan,0.303677725,dry cough
Pakistan,0.025437404,tiredness or fatigue
Pakistan,0.027510821,aches and muscles
Pakistan,0.05200781,sore throat
Pakistan,0.023247905,diarrhoea
Pakistan,0.007122837,conjunctivitis
Pakistan,0.030357629,headache
Pakistan,0.001139691,loss of taste or smell
Pakistan,0.016581755,a rash on skin or discolouration of fingers or toes
Pakistan,0.00289892,difficulty breathing or shortness of breath
Pakistan,0.133960459,chest pain or pressure
Pakistan,0.004853482,loss of speech or movement
Myanmar,0.327765229,fever
Myanmar,0.237285479,dry cough
Myanmar,0.023574306,tiredness or fatigue
Myanmar,0.000558714,aches and muscles
Myanmar,0.006054872,sore throat
Myanmar,0.015983759,diarrhoea
Myanmar,0.0,conjunctivitis
Myanmar,0.016990727,headache
Myanmar,0.0,loss of taste or smell
Myanmar,0.007195872,a rash on skin or discolouration of fingers or toes
Myanmar,0.0,difficulty breathing or shortness of breath
Myanmar,0.133242266,chest pain or pressure
Myanmar,0.000579545,loss of speech or movement
Indonesia,0.369666067,fever
Indonesia,0.235336777,dry cough
Indonesia,0.016034132,tiredness or fatigue
Indonesia,0.005867709,aches and muscles
Indonesia,0.057328691,sore throat
Indonesia,0.011203533,diarrhoea
Indonesia,0.0,conjunctivitis
Indonesia,0.035523164,headache
Indonesia,0.0,loss of taste or smell
Indonesia,0.020564677,a rash on skin or discolouration of fingers or toes
Indonesia,0.000419114,difficulty breathing or shortness of breath
Indonesia,0.086233764,chest pain or pressure
Indonesia,0.007976218,loss of speech or movement
Vietnam,0.357621534,fever
Vietnam,0.279628523,dry cough
Vietnam,0.026699459,tiredness or fatigue
Vietnam,0.017441767,aches and muscles
Vietnam,0.090147927,sore throat
Vietnam,0.005526976,diarrhoea
Vietnam,0.000230324,conjunctivitis
Vietnam,0.044117804,headache
Vietnam,0.0,loss of taste or smell
Vietnam,0.005130447,a rash on skin or discolouration of fingers or toes
Vietnam,0.001758516,difficulty breathing or shortness of breath
Vietnam,0.09368197,chest pain or pressure
Vietnam,0.001091675,loss of speech or movement
Bahrain,0.279482758,fever
Bahrain,0.206417589,dry cough
Bahrain,0.025268889,tiredness or fatigue
Bahrain,0.001545741,aches and muscles
Bahrain,0.007482596,sore throat
Bahrain,0.0,diarrhoea
Bahrain,0.0,conjunctivitis
Bahrain,0.030155558,headache
Bahrain,0.0,loss of taste or smell
Bahrain,0.0,a rash on skin or discolouration of fingers or toes
Bahrain,0.0,difficulty breathing or shortness of breath
Bahrain,0.060810038,chest pain or pressure
Bahrain,0.004221446,loss of speech or movement
Belgium,0.257303378,fever
Belgium,0.218323625,dry cough
Belgium,0.02863003,tiredness or fatigue
Belgium,0.019289124,aches and muscles
Belgium,0.057569423,sore throat
Belgium,0.018819691,diarrhoea
Belgium,0.019529031,conjunctivitis
Belgium,0.043518802,headache
Belgium,0.0,loss of taste or smell
Belgium,0.074710639,a rash on skin or discolouration of fingers or toes
Belgium,0.011358912,difficulty breathing or shortness of breath
Belgium,0.159980922,chest pain or pressure
Belgium,0.014043347,loss of speech or movement
Norway,0.245553878,fever
Norway,0.199052694,dry cough
Norway,0.082045011,tiredness or fatigue
Norway,0.023109734,aches and muscles
Norway,0.013267675,sore throat
Norway,0.020838133,diarrhoea
Norway,0.0,conjunctivitis
Norway,0.047452048,headache
Norway,0.0,loss of taste or smell
Norway,0.011625934,a rash on skin or discolouration of fingers or toes
Norway,0.009224292,difficulty breathing or shortness of breath
Norway,0.170532572,chest pain or pressure
Norway,0.023451875,loss of speech or movement
Iraq,0.284495375,fever
Iraq,0.156858795,dry cough
Iraq,0.035451507,tiredness or fatigue
Iraq,0.0,aches and muscles
Iraq,0.015037455,sore throat
Iraq,0.017482255,diarrhoea
Iraq,0.0,conjunctivitis
Iraq,0.049288263,headache
Iraq,0.0,loss of taste or smell
Iraq,0.015596281,a rash on skin or discolouration of fingers or toes
Iraq,0.001911562,difficulty breathing or shortness of breath
Iraq,0.192509664,chest pain or pressure
Iraq,0.000599612,loss of speech or movement
Georgia,0.272740702,fever
Georgia,0.224703055,dry cough
Georgia,0.035749421,tiredness or fatigue
Georgia,0.023144005,aches and muscles
Georgia,0.051837715,sore throat
Georgia,0.003184627,diarrhoea
Georgia,0.001271494,conjunctivitis
Georgia,0.045695686,headache
Georgia,0.0,loss of taste or smell
Georgia,0.019953329,a rash on skin or discolouration of fingers or toes
Georgia,0.0,difficulty breathing or shortness of breath
Georgia,0.161279909,chest pain or pressure
Georgia,0.006593904,loss of speech or movement
Mexico,0.315492399,fever
Mexico,0.2561569,dry cough
Mexico,0.026379111,tiredness or fatigue
Mexico,0.011081094,aches and muscles
Mexico,0.040529224,sore throat
Mexico,0.000756895,diarrhoea
Mexico,0.002976208,conjunctivitis
Mexico,0.03181374,headache
Mexico,0.0,loss of taste or smell
Mexico,0.01469994,a rash on skin or discolouration of fingers or toes
Mexico,0.001493061,difficulty breathing or shortness of breath
Mexico,0.207516066,chest pain or pressure
Mexico,0.014182285,loss of speech or movement
South Africa,0.272036751,fever
South Africa,0.248503442,dry cough
South Africa,0.057092429,tiredness or fatigue
South Africa,0.01099764,aches and muscles
South Africa,0.061112728,sore throat
South Africa,0.005639288,diarrhoea
South Africa,0.0,conjunctivitis
South Africa,0.044303097,headache
South Africa,0.0,loss of taste or smell
South Africa,0.021119238,a rash on skin or discolouration of fingers or toes
South Africa,0.002627147,difficulty breathing or shortness of breath
South Africa,0.118876689,chest pain or pressure
South Africa,0.003845396,loss of speech or movement
Colombia,0.261712887,fever
Colombia,0.171789731,dry cough
Colombia,0.041437064,tiredness or fatigue
Colombia,0.001154711,aches and muscles
Colombia,0.026313708,sore throat
Colombia,0.006548485,diarrhoea
Colombia,0.00545096,conjunctivitis
Colombia,0.03667957,headache
Colombia,0.0,loss of taste or smell
Colombia,0.023723852,a rash on skin or discolouration of fingers or toes
Colombia,0.021127117,difficulty breathing or shortness of breath
Colombia,0.300199499,chest pain or pressure
Colombia,0.026939339,loss of speech or movement
Japan,0.343147631,fever
Japan,0.257132073,dry cough
Japan,0.031779748,tiredness or fatigue
Japan,0.020034802,aches and muscles
Japan,0.077086202,sore throat
Japan,0.005756224,diarrhoea
Japan,0.000726715,conjunctivitis
Japan,0.046752895,headache
Japan,0.0,loss of taste or smell
Japan,0.019744866,a rash on skin or discolouration of fingers or toes
Japan,0.00459826,difficulty breathing or shortness of breath
Japan,0.10877221,chest pain or pressure
Japan,0.007545297,loss of speech or movement
Malaysia,0.356480575,fever
Malaysia,0.266434045,dry cough
Malaysia,0.010511717,tiredness or fatigue
Malaysia,0.009726709,aches and muscles
Malaysia,0.088080538,sore throat
Malaysia,0.005796542,diarrhoea
Malaysia,0.0,conjunctivitis
Malaysia,0.039996666,headache
Malaysia,0.0,loss of taste or smell
Malaysia,0.003053574,a rash on skin or discolouration of fingers or toes
Malaysia,0.004670484,difficulty breathing or shortness of breath
Malaysia,0.061302402,chest pain or pressure
Malaysia,0.000100595,loss of speech or movement
Poland,0.269744617,fever
Poland,0.242811854,dry cough
Poland,0.021352543,tiredness or fatigue
Poland,0.015902295,aches and muscles
Poland,0.069784357,sore throat
Poland,0.004677631,diarrhoea
Poland,0.0,conjunctivitis
Poland,0.009400788,headache
Poland,0.0,loss of taste or smell
Poland,0.035239221,a rash on skin or discolouration of fingers or toes
Poland,0.004923876,difficulty breathing or shortness of breath
Poland,0.171875824,chest pain or pressure
Poland,0.000440839,loss of speech or movement
Bahamas,0.305265888,fever
Bahamas,0.201548165,dry cough
Bahamas,0.013680562,tiredness or fatigue
Bahamas,0.047767099,aches and muscles
Bahamas,0.002844382,sore throat
Bahamas,0.046871155,diarrhoea
Bahamas,0.002312852,conjunctivitis
Bahamas,0.028132758,headache
Bahamas,0.0,loss of taste or smell
Bahamas,0.015879887,a rash on skin or discolouration of fingers or toes
Bahamas,0.0,difficulty breathing or shortness of breath
Bahamas,0.10492802,chest pain or pressure
Bahamas,0.0,loss of speech or movement
Barbados,0.33925879,fever
Barbados,0.15738431,dry cough
Barbados,0.007270036,tiredness or fatigue
Barbados,0.008481709,aches and muscles
Barbados,0.0,sore throat
Barbados,0.014540073,diarrhoea
Barbados,0.0,conjunctivitis
Barbados,0.068301488,headache
Barbados,0.0,loss of taste or smell
Barbados,0.004398665,a rash on skin or discolouration of fingers or toes
Barbados,0.0,difficulty breathing or shortness of breath
Barbados,0.082108761,chest pain or pressure
Barbados,0.010563861,loss of speech or movement
Greece,0.221404628,fever
Greece,0.175483812,dry cough
Greece,0.024439956,tiredness or fatigue
Greece,0.05021631,aches and muscles
Greece,0.05505355,sore throat
Greece,0.008506143,diarrhoea
Greece,0.0,conjunctivitis
Greece,0.042608579,headache
Greece,0.0,loss of taste or smell
Greece,0.012895984,a rash on skin or discolouration of fingers or toes
Greece,0.0,difficulty breathing or shortness of breath
Greece,0.171681732,chest pain or pressure
Greece,0.006940076,loss of speech or movement
Thailand,0.37413915,fever
Thailand,0.273737565,dry cough
Thailand,0.018539956,tiredness or fatigue
Thailand,0.026728886,aches and muscles
Thailand,0.08909951,sore throat
Thailand,0.008287322,diarrhoea
Thailand,0.000510767,conjunctivitis
Thailand,0.052666342,headache
Thailand,0.0,loss of taste or smell
Thailand,0.020144681,a rash on skin or discolouration of fingers or toes
Thailand,0.005082061,difficulty breathing or shortness of breath
Thailand,0.049818342,chest pain or pressure
Thailand,0.00432234,loss of speech or movement
Panama,0.305478865,fever
Panama,0.229664738,dry cough
Panama,0.06645245,tiredness or fatigue
Panama,0.0000148,aches and muscles
Panama,0.028424709,sore throat
Panama,0.0,diarrhoea
Panama,0.0,conjunctivitis
Panama,0.030643812,headache
Panama,0.0,loss of taste or smell
Panama,0.0267283,a rash on skin or discolouration of fingers or toes
Panama,0.00000445,difficulty breathing or shortness of breath
Panama,0.061454851,chest pain or pressure
Panama,0.020363745,loss of speech or movement
Iran,0.341592599,fever
Iran,0.328076908,dry cough
Iran,0.047580791,tiredness or fatigue
Iran,0.021445355,aches and muscles
Iran,0.072318267,sore throat
Iran,0.014362167,diarrhoea
Iran,0.000815004,conjunctivitis
Iran,0.055329969,headache
Iran,0.00145089,loss of taste or smell
Iran,0.008150813,a rash on skin or discolouration of fingers or toes
Iran,0.001074993,difficulty breathing or shortness of breath
Iran,0.097348127,chest pain or pressure
Iran,0.010454117,loss of speech or movement
Ireland,0.30354428,fever
Ireland,0.310960901,dry cough
Ireland,0.018633982,tiredness or fatigue
Ireland,0.003577631,aches and muscles
Ireland,0.02505519,sore throat
Ireland,0.018368373,diarrhoea
Ireland,0.005097525,conjunctivitis
Ireland,0.027585272,headache
Ireland,0.0,loss of taste or smell
Ireland,0.016431157,a rash on skin or discolouration of fingers or toes
Ireland,0.005224061,difficulty breathing or shortness of breath
Ireland,0.176009448,chest pain or pressure
Ireland,0.012589104,loss of speech or movement
Cambodia,0.346954981,fever
Cambodia,0.259061077,dry cough
Cambodia,0.004814864,tiredness or fatigue
Cambodia,0.026382657,aches and muscles
Cambodia,0.065943937,sore throat
Cambodia,0.01099027,diarrhoea
Cambodia,0.0,conjunctivitis
Cambodia,0.041078298,headache
Cambodia,0.0,loss of taste or smell
Cambodia,0.00368289,a rash on skin or discolouration of fingers or toes
Cambodia,0.006962126,difficulty breathing or shortness of breath
Cambodia,0.080092449,chest pain or pressure
Cambodia,0.000190297,loss of speech or movement
South Sudan,0.325792513,fever
South Sudan,0.095550021,dry cough
South Sudan,0.0,tiredness or fatigue
South Sudan,0.0,aches and muscles
South Sudan,0.0,sore throat
South Sudan,0.005938752,diarrhoea
South Sudan,0.0,conjunctivitis
South Sudan,0.008994283,headache
South Sudan,0.0,loss of taste or smell
South Sudan,0.005136177,a rash on skin or discolouration of fingers or toes
South Sudan,0.024640925,difficulty breathing or shortness of breath
South Sudan,0.072408868,chest pain or pressure
South Sudan,0.0,loss of speech or movement
Bangladesh,0.341346638,fever
Bangladesh,0.25050209,dry cough
Bangladesh,0.012938793,tiredness or fatigue
Bangladesh,0.02430048,aches and muscles
Bangladesh,0.035932566,sore throat
Bangladesh,0.025661005,diarrhoea
Bangladesh,0.0,conjunctivitis
Bangladesh,0.006678348,headache
Bangladesh,0.0,loss of taste or smell
Bangladesh,0.006103649,a rash on skin or discolouration of fingers or toes
Bangladesh,0.004244131,difficulty breathing or shortness of breath
Bangladesh,0.13613443,chest pain or pressure
Bangladesh,0.002311716,loss of speech or movement
Syria,0.264433708,fever
Syria,0.206513246,dry cough
Syria,0.025775163,tiredness or fatigue
Syria,0.0,aches and muscles
Syria,0.0000874,sore throat
Syria,0.001082735,diarrhoea
Syria,0.0,conjunctivitis
Syria,0.02583712,headache
Syria,0.0,loss of taste or smell
Syria,0.035648743,a rash on skin or discolouration of fingers or toes
Syria,0.009821866,difficulty breathing or shortness of breath
Syria,0.199322478,chest pain or pressure
Syria,0.000708315,loss of speech or movement
Yemen,0.244523744,fever
Yemen,0.115273964,dry cough
Yemen,0.023070463,tiredness or fatigue
Yemen,0.003045301,aches and muscles
Yemen,0.052260934,sore throat
Yemen,0.0,diarrhoea
Yemen,0.0,conjunctivitis
Yemen,0.071305764,headache
Yemen,0.0,loss of taste or smell
Yemen,0.054539274,a rash on skin or discolouration of fingers or toes
Yemen,0.0,difficulty breathing or shortness of breath
Yemen,0.126470241,chest pain or pressure
Yemen,0.001818007,loss of speech or movement
Taiwan,0.380964254,fever
Taiwan,0.284925447,dry cough
Taiwan,0.017451107,tiredness or fatigue
Taiwan,0.017799099,aches and muscles
Taiwan,0.089356535,sore throat
Taiwan,0.004382562,diarrhoea
Taiwan,0.0000223,conjunctivitis
Taiwan,0.043512305,headache
Taiwan,0.0,loss of taste or smell
Taiwan,0.003359465,a rash on skin or discolouration of fingers or toes
Taiwan,0.004226406,difficulty breathing or shortness of breath
Taiwan,0.074148206,chest pain or pressure
Taiwan,0.002929193,loss of speech or movement
Jamaica,0.263080499,fever
Jamaica,0.178588215,dry cough
Jamaica,0.00536595,tiredness or fatigue
Jamaica,0.036772228,aches and muscles
Jamaica,0.041977574,sore throat
